Country,Store ID,Product Category,Product ID,Inflation Rate,GDP Growth Rate,Date of Sale,Price Sold,Units Sold,Year-Month
France,7,Mens,1,-0.08,3.35,2023-02-28,34.5,13,2023-02
France,8,Mens,1,-0.08,3.35,2023-02-28,34.5,31,2023-02
France,9,Mens,1,-0.08,3.35,2023-02-28,34.5,24,2023-02
France,7,Mens,1,2.23,0.12,2023-03-01,35.0,23,2023-03
France,8,Mens,1,2.23,0.12,2023-03-01,35.0,20,2023-03
France,9,Mens,1,2.23,0.12,2023-03-01,35.0,15,2023-03
France,7,Mens,1,2.23,0.12,2023-03-02,35.0,19,2023-03
France,8,Mens,1,2.23,0.12,2023-03-02,35.0,20,2023-03
France,9,Mens,1,2.23,0.12,2023-03-02,35.0,12,2023-03
France,7,Mens,1,2.23,0.12,2023-03-03,35.0,24,2023-03
France,8,Mens,1,2.23,0.12,2023-03-03,35.0,21,2023-03
France,9,Mens,1,2.23,0.12,2023-03-03,35.0,12,2023-03
France,7,Mens,1,2.23,0.12,2023-03-04,35.0,24,2023-03
France,8,Mens,1,2.23,0.12,2023-03-04,35.0,24,2023-03
France,9,Mens,1,2.23,0.12,2023-03-04,35.0,12,2023-03
France,7,Mens,1,2.23,0.12,2023-03-05,35.0,25,2023-03
France,8,Mens,1,2.23,0.12,2023-03-05,35.0,22,2023-03
France,9,Mens,1,2.23,0.12,2023-03-05,35.0,12,2023-03
France,7,Mens,1,2.23,0.12,2023-03-06,35.0,28,2023-03
France,8,Mens,1,2.23,0.12,2023-03-06,35.0,22,2023-03
France,9,Mens,1,2.23,0.12,2023-03-06,35.0,17,2023-03
France,7,Mens,1,2.23,0.12,2023-03-07,35.0,22,2023-03
France,8,Mens,1,2.23,0.12,2023-03-07,35.0,27,2023-03
France,9,Mens,1,2.23,0.12,2023-03-07,35.0,18,2023-03
France,7,Mens,1,2.23,0.12,2023-03-08,35.0,29,2023-03
France,8,Mens,1,2.23,0.12,2023-03-08,35.0,24,2023-03
France,9,Mens,1,2.23,0.12,2023-03-08,35.0,14,2023-03
France,7,Mens,1,2.23,0.12,2023-03-09,35.0,27,2023-03
France,8,Mens,1,2.23,0.12,2023-03-09,35.0,28,2023-03
France,9,Mens,1,2.23,0.12,2023-03-09,35.0,18,2023-03
France,7,Mens,1,2.23,0.12,2023-03-10,35.0,30,2023-03
France,8,Mens,1,2.23,0.12,2023-03-10,35.0,26,2023-03
France,9,Mens,1,2.23,0.12,2023-03-10,35.0,18,2023-03
France,7,Mens,1,2.23,0.12,2023-03-11,35.0,27,2023-03
France,8,Mens,1,2.23,0.12,2023-03-11,35.0,30,2023-03
France,9,Mens,1,2.23,0.12,2023-03-11,35.0,16,2023-03
France,7,Mens,1,2.23,0.12,2023-03-12,35.0,27,2023-03
France,8,Mens,1,2.23,0.12,2023-03-12,35.0,29,2023-03
France,9,Mens,1,2.23,0.12,2023-03-12,35.0,18,2023-03
France,7,Mens,1,2.23,0.12,2023-03-13,35.0,29,2023-03
France,8,Mens,1,2.23,0.12,2023-03-13,35.0,29,2023-03
France,9,Mens,1,2.23,0.12,2023-03-13,35.0,21,2023-03
France,7,Mens,1,2.23,0.12,2023-03-14,35.0,27,2023-03
France,8,Mens,1,2.23,0.12,2023-03-14,35.0,28,2023-03
France,9,Mens,1,2.23,0.12,2023-03-14,35.0,20,2023-03
France,7,Mens,1,2.23,0.12,2023-03-15,35.0,33,2023-03
France,8,Mens,1,2.23,0.12,2023-03-15,35.0,29,2023-03
France,9,Mens,1,2.23,0.12,2023-03-15,35.0,18,2023-03
France,7,Mens,1,2.23,0.12,2023-03-16,35.0,31,2023-03
France,8,Mens,1,2.23,0.12,2023-03-16,35.0,28,2023-03
France,9,Mens,1,2.23,0.12,2023-03-16,35.0,22,2023-03
France,7,Mens,1,2.23,0.12,2023-03-17,35.0,29,2023-03
France,8,Mens,1,2.23,0.12,2023-03-17,35.0,28,2023-03
France,9,Mens,1,2.23,0.12,2023-03-17,35.0,22,2023-03
France,7,Mens,1,2.23,0.12,2023-03-18,35.0,33,2023-03
France,8,Mens,1,2.23,0.12,2023-03-18,35.0,34,2023-03
France,9,Mens,1,2.23,0.12,2023-03-18,35.0,22,2023-03
France,7,Mens,1,2.23,0.12,2023-03-19,35.0,31,2023-03
France,8,Mens,1,2.23,0.12,2023-03-19,35.0,35,2023-03
France,9,Mens,1,2.23,0.12,2023-03-19,35.0,19,2023-03
France,7,Mens,1,2.23,0.12,2023-03-20,35.0,36,2023-03
France,8,Mens,1,2.23,0.12,2023-03-20,35.0,33,2023-03
France,9,Mens,1,2.23,0.12,2023-03-20,35.0,20,2023-03
France,7,Mens,1,2.23,0.12,2023-03-21,35.0,36,2023-03
France,8,Mens,1,2.23,0.12,2023-03-21,35.0,34,2023-03
France,9,Mens,1,2.23,0.12,2023-03-21,35.0,23,2023-03
France,7,Mens,1,2.23,0.12,2023-03-22,35.0,36,2023-03
France,8,Mens,1,2.23,0.12,2023-03-22,35.0,36,2023-03
France,9,Mens,1,2.23,0.12,2023-03-22,35.0,20,2023-03
France,7,Mens,1,2.23,0.12,2023-03-23,35.0,34,2023-03
France,8,Mens,1,2.23,0.12,2023-03-23,35.0,34,2023-03
France,9,Mens,1,2.23,0.12,2023-03-23,35.0,22,2023-03
France,7,Mens,1,2.23,0.12,2023-03-24,35.0,40,2023-03
France,8,Mens,1,2.23,0.12,2023-03-24,35.0,37,2023-03
France,9,Mens,1,2.23,0.12,2023-03-24,35.0,24,2023-03
France,7,Mens,1,2.23,0.12,2023-03-25,35.0,40,2023-03
France,8,Mens,1,2.23,0.12,2023-03-25,35.0,37,2023-03
France,9,Mens,1,2.23,0.12,2023-03-25,35.0,22,2023-03
France,7,Mens,1,2.23,0.12,2023-03-26,35.0,38,2023-03
France,8,Mens,1,2.23,0.12,2023-03-26,35.0,40,2023-03
France,9,Mens,1,2.23,0.12,2023-03-26,35.0,27,2023-03
France,7,Mens,1,2.23,0.12,2023-03-27,35.0,36,2023-03
France,8,Mens,1,2.23,0.12,2023-03-27,35.0,37,2023-03
France,9,Mens,1,2.23,0.12,2023-03-27,35.0,23,2023-03
France,7,Mens,1,2.23,0.12,2023-03-28,35.0,41,2023-03
France,8,Mens,1,2.23,0.12,2023-03-28,35.0,41,2023-03
France,9,Mens,1,2.23,0.12,2023-03-28,35.0,28,2023-03
France,7,Mens,1,2.23,0.12,2023-03-29,35.0,39,2023-03
France,8,Mens,1,2.23,0.12,2023-03-29,35.0,44,2023-03
France,9,Mens,1,2.23,0.12,2023-03-29,35.0,26,2023-03
France,7,Mens,1,2.23,0.12,2023-03-30,35.0,39,2023-03
France,8,Mens,1,2.23,0.12,2023-03-30,35.0,45,2023-03
France,9,Mens,1,2.23,0.12,2023-03-30,35.0,29,2023-03
France,7,Mens,1,2.23,0.12,2023-03-31,35.0,46,2023-03
France,8,Mens,1,2.23,0.12,2023-03-31,35.0,40,2023-03
France,9,Mens,1,2.23,0.12,2023-03-31,35.0,30,2023-03
France,7,Mens,1,0.74,3.96,2023-04-01,35.5,26,2023-04
France,8,Mens,1,0.74,3.96,2023-04-01,35.5,17,2023-04
France,9,Mens,1,0.74,3.96,2023-04-01,35.5,30,2023-04
France,7,Mens,1,0.74,3.96,2023-04-02,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-02,35.5,20,2023-04
France,9,Mens,1,0.74,3.96,2023-04-02,35.5,29,2023-04
France,7,Mens,1,0.74,3.96,2023-04-03,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-03,35.5,16,2023-04
France,9,Mens,1,0.74,3.96,2023-04-03,35.5,29,2023-04
France,7,Mens,1,0.74,3.96,2023-04-04,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-04,35.5,16,2023-04
France,9,Mens,1,0.74,3.96,2023-04-04,35.5,31,2023-04
France,7,Mens,1,0.74,3.96,2023-04-05,35.5,32,2023-04
France,8,Mens,1,0.74,3.96,2023-04-05,35.5,15,2023-04
France,9,Mens,1,0.74,3.96,2023-04-05,35.5,31,2023-04
France,7,Mens,1,0.74,3.96,2023-04-06,35.5,31,2023-04
France,8,Mens,1,0.74,3.96,2023-04-06,35.5,15,2023-04
France,9,Mens,1,0.74,3.96,2023-04-06,35.5,34,2023-04
France,7,Mens,1,0.74,3.96,2023-04-07,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-07,35.5,20,2023-04
France,9,Mens,1,0.74,3.96,2023-04-07,35.5,28,2023-04
France,7,Mens,1,0.74,3.96,2023-04-08,35.5,27,2023-04
France,8,Mens,1,0.74,3.96,2023-04-08,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-08,35.5,31,2023-04
France,7,Mens,1,0.74,3.96,2023-04-09,35.5,28,2023-04
France,8,Mens,1,0.74,3.96,2023-04-09,35.5,16,2023-04
France,9,Mens,1,0.74,3.96,2023-04-09,35.5,32,2023-04
France,7,Mens,1,0.74,3.96,2023-04-10,35.5,32,2023-04
France,8,Mens,1,0.74,3.96,2023-04-10,35.5,15,2023-04
France,9,Mens,1,0.74,3.96,2023-04-10,35.5,30,2023-04
France,7,Mens,1,0.74,3.96,2023-04-11,35.5,31,2023-04
France,8,Mens,1,0.74,3.96,2023-04-11,35.5,16,2023-04
France,9,Mens,1,0.74,3.96,2023-04-11,35.5,30,2023-04
France,7,Mens,1,0.74,3.96,2023-04-12,35.5,28,2023-04
France,8,Mens,1,0.74,3.96,2023-04-12,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-12,35.5,32,2023-04
France,7,Mens,1,0.74,3.96,2023-04-13,35.5,33,2023-04
France,8,Mens,1,0.74,3.96,2023-04-13,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-13,35.5,31,2023-04
France,7,Mens,1,0.74,3.96,2023-04-14,35.5,34,2023-04
France,8,Mens,1,0.74,3.96,2023-04-14,35.5,21,2023-04
France,9,Mens,1,0.74,3.96,2023-04-14,35.5,35,2023-04
France,7,Mens,1,0.74,3.96,2023-04-15,35.5,28,2023-04
France,8,Mens,1,0.74,3.96,2023-04-15,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-15,35.5,30,2023-04
France,7,Mens,1,0.74,3.96,2023-04-16,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-16,35.5,22,2023-04
France,9,Mens,1,0.74,3.96,2023-04-16,35.5,33,2023-04
France,7,Mens,1,0.74,3.96,2023-04-17,35.5,35,2023-04
France,8,Mens,1,0.74,3.96,2023-04-17,35.5,21,2023-04
France,9,Mens,1,0.74,3.96,2023-04-17,35.5,36,2023-04
France,7,Mens,1,0.74,3.96,2023-04-18,35.5,35,2023-04
France,8,Mens,1,0.74,3.96,2023-04-18,35.5,17,2023-04
France,9,Mens,1,0.74,3.96,2023-04-18,35.5,34,2023-04
France,7,Mens,1,0.74,3.96,2023-04-19,35.5,31,2023-04
France,8,Mens,1,0.74,3.96,2023-04-19,35.5,22,2023-04
France,9,Mens,1,0.74,3.96,2023-04-19,35.5,37,2023-04
France,7,Mens,1,0.74,3.96,2023-04-20,35.5,32,2023-04
France,8,Mens,1,0.74,3.96,2023-04-20,35.5,20,2023-04
France,9,Mens,1,0.74,3.96,2023-04-20,35.5,38,2023-04
France,7,Mens,1,0.74,3.96,2023-04-21,35.5,34,2023-04
France,8,Mens,1,0.74,3.96,2023-04-21,35.5,20,2023-04
France,9,Mens,1,0.74,3.96,2023-04-21,35.5,37,2023-04
France,7,Mens,1,0.74,3.96,2023-04-22,35.5,32,2023-04
France,8,Mens,1,0.74,3.96,2023-04-22,35.5,17,2023-04
France,9,Mens,1,0.74,3.96,2023-04-22,35.5,33,2023-04
France,7,Mens,1,0.74,3.96,2023-04-23,35.5,30,2023-04
France,8,Mens,1,0.74,3.96,2023-04-23,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-23,35.5,32,2023-04
France,7,Mens,1,0.74,3.96,2023-04-24,35.5,35,2023-04
France,8,Mens,1,0.74,3.96,2023-04-24,35.5,22,2023-04
France,9,Mens,1,0.74,3.96,2023-04-24,35.5,36,2023-04
France,7,Mens,1,0.74,3.96,2023-04-25,35.5,32,2023-04
France,8,Mens,1,0.74,3.96,2023-04-25,35.5,17,2023-04
France,9,Mens,1,0.74,3.96,2023-04-25,35.5,37,2023-04
France,7,Mens,1,0.74,3.96,2023-04-26,35.5,33,2023-04
France,8,Mens,1,0.74,3.96,2023-04-26,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-26,35.5,33,2023-04
France,7,Mens,1,0.74,3.96,2023-04-27,35.5,31,2023-04
France,8,Mens,1,0.74,3.96,2023-04-27,35.5,24,2023-04
France,9,Mens,1,0.74,3.96,2023-04-27,35.5,34,2023-04
France,7,Mens,1,0.74,3.96,2023-04-28,35.5,35,2023-04
France,8,Mens,1,0.74,3.96,2023-04-28,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-28,35.5,34,2023-04
France,7,Mens,1,0.74,3.96,2023-04-29,35.5,33,2023-04
France,8,Mens,1,0.74,3.96,2023-04-29,35.5,18,2023-04
France,9,Mens,1,0.74,3.96,2023-04-29,35.5,40,2023-04
France,7,Mens,1,0.74,3.96,2023-04-30,35.5,38,2023-04
France,8,Mens,1,0.74,3.96,2023-04-30,35.5,21,2023-04
France,9,Mens,1,0.74,3.96,2023-04-30,35.5,38,2023-04
France,7,Mens,1,2.4,-1.83,2023-05-01,36.0,32,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-01,36.0,17,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-01,36.0,13,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-02,36.0,31,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-02,36.0,22,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-02,36.0,14,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-03,36.0,29,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-03,36.0,23,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-03,36.0,13,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-04,36.0,29,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-04,36.0,23,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-04,36.0,11,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-05,36.0,31,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-05,36.0,24,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-05,36.0,12,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-06,36.0,35,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-06,36.0,23,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-06,36.0,9,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-07,36.0,32,2023-05
France,8,Mens,1,2.4,-1.83,2023-05-07,36.0,23,2023-05
France,9,Mens,1,2.4,-1.83,2023-05-07,36.0,15,2023-05
France,7,Mens,1,2.4,-1.83,2023-05-08,36.0,33,2023-05
